GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9F001,C9G001,C9G002,C9G003,C9G004
"G0201800","1980","S","4","9","Alaska","02",,"Nome","180",,,,,,,,,,,,,"01",,,,,,,,"NOME CENSUS AREA","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0",1278,22,43,5118,13,4,0,9,6,0,12,1,0,0,31,27,12,1,8,6
"G0201850","1980","A","4","9","Alaska","02",,"North Slope","185",,,,,,,,,,,,,"01",,,,,,,,"NORTH SLOPE BOROUGH","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0",914,22,26,3195,4,0,0,10,9,1,1,2,0,1,14,32,14,1,14,3
"G0202010","1980","S","4","9","Alaska","02",,"Prince Of Wales-Outer Ketchikan","201",,,,,,,,,,,,,"01",,,,,,,,"PRINCE OF WALES-OUTER KETCHIKAN CENSUS AREA","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0",2080,11,1606,25,20,0,0,3,2,0,0,1,13,0,61,31,13,0,16,2
"G0202200","1980","B","4","9","Alaska","02",,"Sitka","220",,,,,,,,,,,,,"01",,,,,,,,"SITKA BOROUGH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5768,44,1506,95,68,63,9,156,0,0,0,1,1,5,87,108,50,0,42,16
"G0202310","1980","S","4","9","Alaska","02",,"Skagway-Yakutat-Angoon","231",,,,,,,,,,,,,"01",,,,,,,,"SKAGWAY-YAKUTAT-ANGOON CENSUS AREA","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",1941,5,1410,35,17,2,0,3,3,0,2,4,5,2,49,41,16,0,15,10
"G0202400","1980","S","4","9","Alaska","02",,"Southeast Fairbanks","240",,,,,,,,,,,,,"01",,,,,,,,"SOUTHEAST FAIRBANKS CENSUS AREA","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",4473,284,683,33,9,7,3,21,43,0,7,7,6,0,100,199,101,6,32,60
"G0202610","1980","S","4","9","Alaska","02",,"Valdez-Cordova","261",,,,,,,,,,,,,"01",,,,,,,,"VALDEZ-CORDOVA CENSUS AREA","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",6915,58,580,127,353,13,7,107,8,4,26,12,0,0,138,198,106,1,43,48
"G0202700","1980","S","4","9","Alaska","02",,"Wade Hampton","270",,,,,,,,,,,,,"01",,,,,,,,"WADE HAMPTON CENSUS AREA","0","0","1","0","1","1","1","0","0","0","0","0","0","1","1","0","0","0","1","1","0",296,3,8,4335,4,0,3,1,1,1,0,0,0,2,11,10,7,0,2,1
"G0202800","1980","S","4","9","Alaska","02",,"Wrangell-Petersburg","280",,,,,,,,,,,,,"01",,,,,,,,"WRANGELL-PETERSBURG CENSUS AREA","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0",4812,9,1124,12,54,42,1,36,5,0,0,1,0,1,70,89,33,1,32,23
"G0202900","1980","S","4","9","Alaska","02",,"Yukon-Koyukuk","290",,,,,,,,,,,,,"01",,,,,,,,"YUKON-KOYUKUK CENSUS AREA","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",3293,117,4027,326,13,3,1,11,3,0,2,1,0,0,76,90,38,0,35,17
"G0400010","1980","A","4","8","Arizona","04",,"Apache","001",,,,,,,,,,,,,"01",,,,,,,,"APACHE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",11902,271,39024,11,0,6,8,14,8,5,15,2,1,6,835,1983,1075,2,188,718
"G0400030","1980","A","4","8","Arizona","04",,"Cochise","003",,,,,,,,,,,,,"02",,,,,,,,"COCHISE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",73261,3224,489,2,5,334,132,207,485,33,90,76,65,11,7272,22846,15938,129,183,6596
"G0400050","1980","A","4","8","Arizona","04",,"Coconino","005",,,,,,,,,,,,,"01",,,,,,,,"COCONINO COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",49235,1275,20904,7,2,47,124,33,37,49,22,14,6,5,3248,7315,4190,29,207,2889
"G0400070","1980","A","4","8","Arizona","04",,"Gila","007",,,,,,,,,,,,,"01",,,,,,,,"GILA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",30147,88,5083,1,1,12,32,15,18,9,3,1,0,0,1670,7723,6064,0,50,1609
"G0400090","1980","A","4","8","Arizona","04",,"Graham","009",,,,,,,,,,,,,"02",,,,,,,,"GRAHAM COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",17085,474,2740,4,0,5,16,8,2,1,10,11,6,1,2499,5457,3017,18,30,2392
"G0400110","1980","A","4","8","Arizona","04",,"Greenlee","011",,,,,,,,,,,,,"02",,,,,,,,"GREENLEE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",9357,18,229,0,6,3,2,13,5,5,0,0,0,1,1767,5446,3693,4,28,1721
"G0400130","1980","A","4","8","Arizona","04","6200","Maricopa","013",,,,,,,,,,,,,"A",,,,,,,,"MARICOPA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1307455,48113,22788,59,56,2448,4208,2001,1355,1199,1215,437,162,94,117462,199003,82961,936,3941,111165
"G0400150","1980","A","4","8","Arizona","04",,"Mohave","015",,,,,,,,,,,,,"01",,,,,,,,"MOHAVE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",53477,99,1462,3,4,51,44,28,14,33,27,18,2,0,603,2148,1559,7,83,499
"G0400170","1980","A","4","8","Arizona","04",,"Navajo","017",,,,,,,,,,,,,"01",,,,,,,,"NAVAJO COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",32543,597,32122,3,4,19,83,31,5,28,17,13,3,2,2159,4538,2317,8,244,1969
"G0400190","1980","A","4","8","Arizona","04","8520","Pima","019",,,,,,,,,,,,,"B",,,,,,,,"PIMA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",442888,15118,14880,32,16,853,1892,634,409,428,451,175,63,17,53587,111418,57956,452,2541,50469
"G0400210","1980","A","4","8","Arizona","04",,"Pinal","021",,,,,,,,,,,,,"02",,,,,,,,"PINAL COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",61849,3017,8487,8,4,26,107,81,18,36,23,7,4,3,17248,26752,9129,43,616,16964
"G0400230","1980","A","4","8","Arizona","04",,"Santa Cruz","023",,,,,,,,,,,,,"02",,,,,,,,"SANTA CRUZ COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",16515,69,57,0,0,30,11,3,8,30,3,8,2,0,3723,15229,11491,22,47,3669
"G0400250","1980","A","4","8","Arizona","04",,"Yavapai","025",,,,,,,,,,,,,"01",,,,,,,,"YAVAPAI COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",65322,193,997,4,4,26,47,22,19,24,25,16,7,1,1438,4205,2830,4,92,1279
"G0400270","1980","A","4","8","Arizona","04",,"Yuma","027",,,,,,,,,,,,,"02",,,,,,,,"YUMA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",69725,2421,3236,4,7,214,114,258,66,222,31,30,32,5,14189,26638,12279,78,546,13735
"G0500010","1980","A","3","7","Arkansas","05",,"Arkansas","001",,,,,,,,,,,,,"07",,,,,,,,"ARKANSAS COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",19280,4805,44,0,0,0,6,10,1,4,12,0,0,0,13,118,65,44,0,9
"G0500030","1980","A","3","7","Arkansas","05",,"Ashley","003",,,,,,,,,,,,,"06",,,,,,,,"ASHLEY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",19230,7237,23,3,0,1,2,2,3,6,6,5,0,0,20,162,76,68,5,13
"G0500050","1980","A","3","7","Arkansas","05",,"Baxter","005",,,,,,,,,,,,,"09",,,,,,,,"BAXTER COUNTY","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0",27252,26,65,0,0,6,1,1,3,19,7,0,1,0,28,148,141,0,0,7
"G0500070","1980","A","3","7","Arkansas","05","2580","Benton","007",,,,,,,,,,,,,"01",,,,,,,,"BENTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",76644,50,948,0,1,12,36,26,17,35,107,8,4,0,227,568,389,0,24,155
"G0500090","1980","A","3","7","Arkansas","05",,"Boone","009",,,,,,,,,,,,,"09",,,,,,,,"BOONE COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",25950,2,63,0,1,3,1,1,6,6,3,1,2,0,28,150,133,0,3,14
"G0500110","1980","A","3","7","Arkansas","05",,"Bradley","011",,,,,,,,,,,,,"06",,,,,,,,"BRADLEY COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",9736,4022,10,0,0,3,1,1,2,2,0,0,0,0,26,79,31,22,2,24
"G0500130","1980","A","3","7","Arkansas","05",,"Calhoun","013",,,,,,,,,,,,,"06",,,,,,,,"CALHOUN COUNTY","0","0","0","1","1","0","1","1","0","0","0","0","1","1","0","0","0","0","0","1","1",4354,1706,3,0,0,0,1,1,0,0,4,6,0,0,4,15,12,3,0,0
"G0500150","1980","A","3","7","Arkansas","05",,"Carroll","015",,,,,,,,,,,,,"09",,,,,,,,"CARROLL COUNTY","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0",16067,4,74,0,0,1,0,0,7,7,7,1,0,0,35,110,97,1,1,11
"G0500170","1980","A","3","7","Arkansas","05",,"Chicot","017",,,,,,,,,,,,,"08",,,,,,,,"CHICOT COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",8217,9414,16,1,0,1,85,4,0,1,23,1,0,0,30,215,57,139,2,17
"G0500190","1980","A","3","7","Arkansas","05",,"Clark","019",,,,,,,,,,,,,"06",,,,,,,,"CLARK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",18133,5079,24,0,0,11,14,2,5,5,1,11,0,0,41,170,95,49,2,24
"G0500210","1980","A","3","7","Arkansas","05",,"Clay","021",,,,,,,,,,,,,"07",,,,,,,,"CLAY COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",20558,3,28,0,0,1,0,1,5,8,0,0,0,0,12,135,124,0,1,10
"G0500230","1980","A","3","7","Arkansas","05",,"Cleburne","023",,,,,,,,,,,,,"09",,,,,,,,"CLEBURNE COUNTY","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0",16826,4,41,0,0,1,2,0,1,4,4,0,0,0,26,77,57,0,0,20
"G0500250","1980","A","3","7","Arkansas","05",,"Cleveland","025",,,,,,,,,,,,,"06",,,,,,,,"CLEVELAND COUNTY","0","0","0","1","1","0","1","1","0","0","0","0","1","1","0","0","0","0","1","1","1",6657,1194,5,0,0,2,0,5,2,0,0,0,0,0,3,17,14,2,0,1
"G0500270","1980","A","3","7","Arkansas","05",,"Columbia","027",,,,,,,,,,,,,"05",,,,,,,,"COLUMBIA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",17270,9242,58,1,0,7,0,0,3,11,7,2,0,0,43,212,100,87,3,22
"G0500290","1980","A","3","7","Arkansas","05",,"Conway","029",,,,,,,,,,,,,"03",,,,,,,,"CONWAY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",16414,2974,60,0,0,5,0,2,1,7,1,2,0,1,38,110,78,19,2,11
"G0500310","1980","A","3","7","Arkansas","05",,"Craighead","031",,,,,,,,,,,,,"07",,,,,,,,"CRAIGHEAD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",59884,2876,196,1,0,7,30,16,9,19,72,4,0,1,124,417,308,28,12,69
"G0500330","1980","A","3","7","Arkansas","05","2720","Crawford","033",,,,,,,,,,,,,"02",,,,,,,,"CRAWFORD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",35413,460,787,0,0,4,1,18,8,8,129,4,0,0,60,252,197,0,20,35
"G0500350","1980","A","3","7","Arkansas","05","4920","Crittenden","035",,,,,,,,,,,,,"08",,,,,,,,"CRITTENDEN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",27928,21207,79,0,1,18,70,8,24,5,3,15,4,1,136,590,161,284,24,121
"G0500370","1980","A","3","7","Arkansas","05",,"Cross","037",,,,,,,,,,,,,"07",,,,,,,,"CROSS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",15287,5068,18,1,0,6,0,2,2,5,2,4,0,0,39,136,65,45,0,26
"G0500390","1980","A","3","7","Arkansas","05",,"Dallas","039",,,,,,,,,,,,,"06",,,,,,,,"DALLAS COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",6533,3957,14,0,0,0,1,1,0,0,0,3,0,0,6,77,39,31,1,6
"G0500410","1980","A","3","7","Arkansas","05",,"Desha","041",,,,,,,,,,,,,"08",,,,,,,,"DESHA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11231,8444,21,1,0,2,8,0,0,12,0,2,0,0,39,233,115,89,0,29
"G0500430","1980","A","3","7","Arkansas","05",,"Drew","043",,,,,,,,,,,,,"06",,,,,,,,"DREW COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",12940,4886,31,0,0,1,13,6,0,4,0,3,0,0,26,116,47,53,5,11
"G0500450","1980","A","3","7","Arkansas","05",,"Faulkner","045",,,,,,,,,,,,,"03",,,,,,,,"FAULKNER COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",42196,3700,127,1,1,4,21,21,9,9,10,3,0,0,90,208,151,10,9,38
"G0500470","1980","A","3","7","Arkansas","05",,"Franklin","047",,,,,,,,,,,,,"02",,,,,,,,"FRANKLIN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0",14319,154,114,0,0,1,3,3,5,2,45,0,0,0,59,139,83,2,6,48
"G0500490","1980","A","3","7","Arkansas","05",,"Fulton","049",,,,,,,,,,,,,"09",,,,,,,,"FULTON COUNTY","0","0","1","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0",9897,1,57,0,0,5,0,1,0,1,0,0,0,0,13,35,30,0,0,5
"G0500510","1980","A","3","7","Arkansas","05",,"Garland","051",,,,,,,,,,,,,"04",,,,,,,,"GARLAND COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",64106,5756,216,5,2,49,18,8,6,31,68,8,1,0,257,598,376,46,7,169
"G0500530","1980","A","3","7","Arkansas","05",,"Grant","053",,,,,,,,,,,,,"06",,,,,,,,"GRANT COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",12527,420,35,0,0,3,0,1,7,1,0,0,0,0,14,84,71,7,0,6
"G0500550","1980","A","3","7","Arkansas","05",,"Greene","055",,,,,,,,,,,,,"07",,,,,,,,"GREENE COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0",30573,5,123,0,0,4,1,2,4,6,0,0,0,0,26,149,134,0,1,14
"G0500570","1980","A","3","7","Arkansas","05",,"Hempstead","057",,,,,,,,,,,,,"05",,,,,,,,"HEMPSTEAD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",16413,7062,76,0,2,7,9,0,4,2,1,9,0,0,50,163,82,52,1,28
"G0500590","1980","A","3","7","Arkansas","05",,"Hot Spring","059",,,,,,,,,,,,,"04",,,,,,,,"HOT SPRING COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",23626,3014,104,2,0,2,1,3,8,6,0,2,0,0,51,180,92,54,0,34
"G0500610","1980","A","3","7","Arkansas","05",,"Howard","061",,,,,,,,,,,,,"05",,,,,,,,"HOWARD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",10858,2486,38,0,0,2,0,0,3,7,42,3,1,0,19,120,80,18,7,15
"G0500630","1980","A","3","7","Arkansas","05",,"Independence","063",,,,,,,,,,,,,"03",,,,,,,,"INDEPENDENCE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",29304,551,126,5,0,5,3,4,8,11,58,1,0,1,70,218,164,5,3,46
"G0500650","1980","A","3","7","Arkansas","05",,"Izard","065",,,,,,,,,,,,,"09",,,,,,,,"IZARD COUNTY","0","0","1","0","1","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0",10724,3,24,0,0,0,2,1,0,0,0,0,1,0,13,92,80,0,3,9
"G0500670","1980","A","3","7","Arkansas","05",,"Jackson","067",,,,,,,,,,,,,"07",,,,,,,,"JACKSON COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",18697,2887,38,0,0,2,4,6,0,2,2,0,1,0,7,124,70,48,2,4
"G0500690","1980","A","3","7","Arkansas","05","6240","Jefferson","069",,,,,,,,,,,,,"08",,,,,,,,"JEFFERSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",53235,36825,187,0,1,43,93,25,24,52,10,12,0,1,210,735,245,376,23,91
"G0500710","1980","A","3","7","Arkansas","05",,"Johnson","071",,,,,,,,,,,,,"02",,,,,,,,"JOHNSON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",16970,273,98,4,0,8,19,0,9,12,1,0,0,0,29,88,70,10,0,8
"G0500730","1980","A","3","7","Arkansas","05",,"Lafayette","073",,,,,,,,,,,,,"05",,,,,,,,"LAFAYETTE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",5979,4189,20,0,0,0,0,0,0,0,0,0,0,0,25,142,34,84,0,24
"G0500750","1980","A","3","7","Arkansas","05",,"Lawrence","075",,,,,,,,,,,,,"07",,,,,,,,"LAWRENCE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",18221,84,90,0,0,0,0,1,2,6,6,1,0,0,36,104,89,2,1,12
"G0500770","1980","A","3","7","Arkansas","05",,"Lee","077",,,,,,,,,,,,,"08",,,,,,,,"LEE COUNTY","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",6912,8520,11,0,0,2,42,2,1,0,9,1,1,0,38,196,46,114,0,36
"G0500790","1980","A","3","7","Arkansas","05",,"Lincoln","079",,,,,,,,,,,,,"08",,,,,,,,"LINCOLN COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",8547,4794,15,0,0,3,1,0,0,0,1,0,0,0,8,82,45,32,0,5
"G0500810","1980","A","3","7","Arkansas","05","8360","Little River","081",,,,,,,,,,,,,"05",,,,,,,,"LITTLE RIVER COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",10370,3470,85,0,0,3,1,3,0,5,2,3,1,0,9,88,46,27,6,9
"G0500830","1980","A","3","7","Arkansas","05",,"Logan","083",,,,,,,,,,,,,"02",,,,,,,,"LOGAN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",19630,307,145,0,0,3,0,12,1,4,2,1,0,0,39,128,98,2,1,27
"G0500850","1980","A","3","7","Arkansas","05",,"Lonoke","085",,,,,,,,,,,,,"07",,,,,,,,"LONOKE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0",30101,4218,118,0,0,9,3,9,1,5,1,6,0,0,47,211,131,57,2,21
"G0500870","1980","A","3","7","Arkansas","05",,"Madison","087",,,,,,,,,,,,,"09",,,,,,,,"MADISON COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",11277,0,69,0,0,5,0,1,0,0,0,0,0,0,21,54,38,0,0,16
"G0500890","1980","A","3","7","Arkansas","05",,"Marion","089",,,,,,,,,,,,,"09",,,,,,,,"MARION COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",11246,2,51,0,0,11,2,1,0,3,0,0,0,0,18,62,45,0,2,15
"G0500910","1980","A","3","7","Arkansas","05","8360","Miller","091",,,,,,,,,,,,,"05",,,,,,,,"MILLER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",28322,9136,133,0,0,1,3,15,8,11,41,0,0,0,96,278,141,81,5,51
"G0500930","1980","A","3","7","Arkansas","05",,"Mississippi","093",,,,,,,,,,,,,"08",,,,,,,,"MISSISSIPPI COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",42748,16164,91,0,0,32,28,56,25,19,43,25,7,0,279,742,368,146,35,193
"G0500950","1980","A","3","7","Arkansas","05",,"Monroe","095",,,,,,,,,,,,,"07",,,,,,,,"MONROE COUNTY","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",8240,5738,54,0,0,2,9,0,0,5,0,2,0,0,2,93,20,72,1,0
"G0500970","1980","A","3","7","Arkansas","05",,"Montgomery","097",,,,,,,,,,,,,"04",,,,,,,,"MONTGOMERY COUNTY","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0",7688,11,52,0,0,1,0,0,1,4,0,0,0,0,14,46,35,0,1,10
"G0500990","1980","A","3","7","Arkansas","05",,"Nevada","099",,,,,,,,,,,,,"05",,,,,,,,"NEVADA COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",7664,3398,23,0,0,0,0,0,1,5,0,0,0,0,6,71,57,10,0,4
"G0501010","1980","A","3","7","Arkansas","05",,"Newton","101",,,,,,,,,,,,,"09",,,,,,,,"NEWTON COUNTY","0","0","1","0","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","1","0",7700,5,33,0,0,2,0,0,1,3,0,0,0,0,12,53,46,0,0,7
"G0501030","1980","A","3","7","Arkansas","05",,"Ouachita","103",,,,,,,,,,,,,"06",,,,,,,,"OUACHITA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",19441,11002,53,0,0,6,7,2,2,4,1,0,0,0,23,283,113,152,7,11
"G0501050","1980","A","3","7","Arkansas","05",,"Perry","105",,,,,,,,,,,,,"04",,,,,,,,"PERRY COUNTY","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0",7098,133,26,0,0,1,0,1,1,0,1,0,0,0,5,11,10,0,1,0
"G0501070","1980","A","3","7","Arkansas","05",,"Phillips","107",,,,,,,,,,,,,"08",,,,,,,,"PHILLIPS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",16100,18410,61,0,0,8,65,0,0,13,2,10,0,1,102,472,102,271,10,89
"G0501090","1980","A","3","7","Arkansas","05",,"Pike","109",,,,,,,,,,,,,"04",,,,,,,,"PIKE COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1",9907,414,42,0,0,0,0,2,0,0,0,0,0,0,8,35,26,5,1,3
"G0501110","1980","A","3","7","Arkansas","05",,"Poinsett","111",,,,,,,,,,,,,"07",,,,,,,,"POINSETT COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",25052,1868,84,0,0,4,0,3,0,2,6,1,0,0,12,131,102,14,6,9
"G0501130","1980","A","3","7","Arkansas","05",,"Polk","113",,,,,,,,,,,,,"04",,,,,,,,"POLK COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0",16837,2,101,1,0,1,0,7,3,2,7,1,0,0,45,127,95,0,2,30
"G0501150","1980","A","3","7","Arkansas","05",,"Pope","115",,,,,,,,,,,,,"02",,,,,,,,"POPE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",37758,836,249,0,0,19,8,14,22,16,25,3,0,0,71,250,198,3,15,34
"G0501170","1980","A","3","7","Arkansas","05",,"Prairie","117",,,,,,,,,,,,,"07",,,,,,,,"PRAIRIE COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1",8679,1417,23,0,0,0,0,0,1,3,6,3,0,0,8,91,39,43,2,7
"G0501190","1980","A","3","7","Arkansas","05","4400","Pulaski","119",,,,,,,,,,,,,"A",,,,,,,,"PULASKI COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",254697,81407,1049,13,2,197,340,472,178,188,283,50,23,0,1714,3325,1804,670,150,701
"G0501210","1980","A","3","7","Arkansas","05",,"Randolph","121",,,,,,,,,,,,,"03",,,,,,,,"RANDOLPH COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",16614,155,26,1,0,3,5,3,1,4,6,0,0,0,16,117,91,7,7,12
"G0501230","1980","A","3","7","Arkansas","05",,"St Francis","123",,,,,,,,,,,,,"08",,,,,,,,"ST. FRANCIS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",16383,14190,36,0,0,41,81,0,7,4,12,4,0,0,100,372,102,176,2,92
"G0501250","1980","A","3","7","Arkansas","05","4400","Saline","125",,,,,,,,,,,,,"04",,,,,,,,"SALINE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",51361,1458,178,1,0,17,5,12,23,7,9,3,0,0,87,328,254,4,11,59
"G0501270","1980","A","3","7","Arkansas","05",,"Scott","127",,,,,,,,,,,,,"04",,,,,,,,"SCOTT COUNTY","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0",9585,2,74,0,0,2,0,0,3,1,0,1,0,0,17,82,66,0,5,11
